geo,year,siec,unit,GEP_NPUMP_MIX,GEP_RED,GFC_ELC,NMLPRD_MIX,NMLPRD_PURE
EA19,2014,R5110-5150_W6000RI,GWH,,"45269,185",,,
EA19,2014,R5292P,GWH,,"4769,467000000001",,,
EA19,2014,R5292SB,GWH,,"0,0",,,
EA19,2014,R5292SP,GWH,,"4705,5",,,
EA19,2014,R5293SB,GWH,,"0,0",,,
EA19,2014,R5293SP,GWH,,"576,033",,,
EA19,2014,R5300,GWH,,"46508,734000000004",,,
EA19,2014,R5300B,GWH,,"83,584",,,
EA19,2014,RA000,GWH,,"635137,9079999999",,,
EA19,2014,RA100,GWH,,"247029,51100000003",,,
EA19,2014,RA200,GWH,,"6303,210999999999",,,
EA19,2014,RA300,GWH,,"181260,776",,,
EA19,2014,RA410,GWH,,"5454,806",,,
EA19,2014,RA420,GWH,,"82971,109",,,
EA19,2014,RA500,GWH,,"480,533",,,
EA19,2014,TOTAL,GWH,,,"2269744,5",,
EA19,2014,W6210,GWH,,"15070,958999999999",,,
EA19,2015,E7000,GWH,"13672,947",,,"15838,469","230088,79100000003"
EA19,2015,R5110-5150_W6000RI,GWH,,"46814,41",,,
EA19,2015,R5292P,GWH,,"5457,673000000001",,,
EA19,2015,R5292SB,GWH,,"0,0",,,
EA19,2015,R5292SP,GWH,,"5410,448",,,
EA19,2015,R5293SB,GWH,,"0,0",,,
EA19,2015,R5293SP,GWH,,"527,347",,,
EA19,2015,R5300,GWH,,"49152,85",,,
EA19,2015,R5300B,GWH,,"114,17299999999999",,,
EA19,2015,RA000,GWH,,"666438,954",,,
EA19,2015,RA100,GWH,,"245927,26",,,
EA19,2015,RA200,GWH,,"6613,5380000000005",,,
EA19,2015,RA300,GWH,,"202595,515",,,
EA19,2015,RA410,GWH,,"5593,236999999999",,,
EA19,2015,RA420,GWH,,"88679,214",,,
EA19,2015,RA500,GWH,,"487,445",,,
EA19,2015,TOTAL,GWH,,,"2305643,839",,
EA19,2015,W6210,GWH,,"15050,864",,,
EA19,2016,E7000,GWH,"16778,789",,,"16310,163","229113,854"
EA19,2016,R5110-5150_W6000RI,GWH,,"47865,374",,,
EA19,2016,R5292P,GWH,,"5240,319",,,
EA19,2016,R5292SB,GWH,,"0,0",,,
EA19,2016,R5292SP,GWH,,"5111,732",,,
EA19,2016,R5293SB,GWH,,"0,0",,,
EA19,2016,R5293SP,GWH,,"699,9860000000001",,,
EA19,2016,R5300,GWH,,"50091,695",,,
EA19,2016,R5300B,GWH,,"133,704",,,
EA19,2016,RA000,GWH,,"686306,4720000001",,,
EA19,2016,RA100,GWH,,"245424,017",,,
EA19,2016,RA200,GWH,,"6732,776",,,
EA19,2016,RA300,GWH,,"220561,603",,,
EA19,2016,RA410,GWH,,"5579,2",,,
EA19,2016,RA420,GWH,,"88797,54199999999",,,
EA19,2016,RA500,GWH,,"500,561",,,
EA19,2016,TOTAL,GWH,,,"2322653,87",,
EA19,2016,W6210,GWH,,"15508,266000000001",,,
EA19,2017,E7000,GWH,"11200,16",,,"16341,178999999998","227758,03600000002"
EA19,2017,R5110-5150_W6000RI,GWH,,"49169,782",,,
EA19,2017,R5292P,GWH,,"4950,005999999999",,,
EA19,2017,R5292SB,GWH,,"0,0",,,
EA19,2017,R5292SP,GWH,,"4829,115",,,
EA19,2017,R5293SB,GWH,,"0,0",,,
EA19,2017,R5293SP,GWH,,"733,2919999999999",,,
EA19,2017,R5300,GWH,,"50399,133",,,
EA19,2017,R5300B,GWH,,"213,11900000000003",,,
EA19,2017,RA000,GWH,,"715994,37",,,
EA19,2017,RA100,GWH,,"244099,21399999998",,,
EA19,2017,RA200,GWH,,"6714,039000000001",,,
EA19,2017,RA300,GWH,,"243416,94100000002",,,
EA19,2017,RA410,GWH,,"5883,0",,,
EA19,2017,RA420,GWH,,"95016,079",,,
EA19,2017,RA500,GWH,,"521,712",,,
EA19,2017,TOTAL,GWH,,,"2337257,469",,
EA19,2017,W6210,GWH,,"15732,236",,,
EA19,2018,E7000,GWH,"15089,43",,,"16010,444","229446,548"
EA19,2018,R5110-5150_W6000RI,GWH,,"50131,824",,,
EA19,2018,R5292P,GWH,,"4864,451",,,
EA19,2018,R5292SB,GWH,,"0,0",,,
EA19,2018,R5292SP,GWH,,"4753,892",,,
EA19,2018,R5293SB,GWH,,"0,0",,,
EA19,2018,R5293SP,GWH,,"840,4860000000001",,,
EA19,2018,R5300,GWH,,"49991,675",,,
EA19,2018,R5300B,GWH,,"270,289",,,
EA19,2018,RA000,GWH,,"743858,75",,,
EA19,2018,RA100,GWH,,"245456,99300000002",,,
EA19,2018,RA200,GWH,,"6643,746999999999",,,
EA19,2018,RA300,GWH,,"262532,11699999997",,,
EA19,2018,RA410,GWH,,"4867,0",,,
EA19,2018,RA420,GWH,,"102286,969",,,
EA19,2018,RA500,GWH,,"479,93",,,
EA19,2018,TOTAL,GWH,,,"2332488,385",,
EA19,2018,W6210,GWH,,"16444,313000000002",,,
EE,2004,E7000,GWH,"0,0",,,"0,0","1,4669999999999999"
EE,2004,R5110-5150_W6000RI,GWH,,"23,0",,,
EE,2004,R5292P,GWH,,"0,0",,,
EE,2004,R5292SB,GWH,,"0,0",,,
EE,2004,R5292SP,GWH,,"0,0",,,
EE,2004,R5293SB,GWH,,"0,0",,,
EE,2004,R5293SP,GWH,,"0,0",,,
EE,2004,R5300,GWH,,"7,0",,,
EE,2004,R5300B,GWH,,"0,0",,,
EE,2004,RA000,GWH,,"46,467",,,
EE,2004,RA100,GWH,,"1,4669999999999999",,,
EE,2004,RA200,GWH,,"0,0",,,
EE,2004,RA300,GWH,,"15,0",,,
EE,2004,RA410,GWH,,"0,0",,,
EE,2004,RA420,GWH,,"0,0",,,
EE,2004,RA500,GWH,,"0,0",,,
EE,2004,TOTAL,GWH,,,"8510,0",,
EE,2004,W6210,GWH,,"0,0",,,
EE,2005,E7000,GWH,"0,0",,,"0,0","3,3"
EE,2005,R5110-5150_W6000RI,GWH,,"21,0",,,
EE,2005,R5292P,GWH,,"0,0",,,
EE,2005,R5292SB,GWH,,"0,0",,,
EE,2005,R5292SP,GWH,,"0,0",,,
EE,2005,R5293SB,GWH,,"0,0",,,
EE,2005,R5293SP,GWH,,"0,0",,,
EE,2005,R5300,GWH,,"14,331",,,
EE,2005,R5300B,GWH,,"0,0",,,
EE,2005,RA000,GWH,,"96,898",,,
EE,2005,RA100,GWH,,"3,3",,,
EE,2005,RA200,GWH,,"0,0",,,
EE,2005,RA300,GWH,,"58,266999999999996",,,
EE,2005,RA410,GWH,,"0,0",,,
EE,2005,RA420,GWH,,"0,0",,,
EE,2005,RA500,GWH,,"0,0",,,
EE,2005,TOTAL,GWH,,,"8597,0",,
EE,2005,W6210,GWH,,"0,0",,,
EE,2006,E7000,GWH,"0,0",,,"0,0","4,2"
EE,2006,R5110-5150_W6000RI,GWH,,"26,0",,,
EE,2006,R5292P,GWH,,"0,0",,,
EE,2006,R5292SB,GWH,,"0,0",,,
EE,2006,R5292SP,GWH,,"0,0",,,
EE,2006,R5293SB,GWH,,"0,0",,,
EE,2006,R5293SP,GWH,,"0,0",,,
EE,2006,R5300,GWH,,"14,0",,,
EE,2006,R5300B,GWH,,"0,0",,,
EE,2006,RA000,GWH,,"128,219",,,
EE,2006,RA100,GWH,,"4,2",,,
EE,2006,RA200,GWH,,"0,0",,,
EE,2006,RA300,GWH,,"84,01899999999999",,,
EE,2006,RA410,GWH,,"0,0",,,
EE,2006,RA420,GWH,,"0,0",,,
EE,2006,RA500,GWH,,"0,0",,,
EE,2006,TOTAL,GWH,,,"8982,0",,
EE,2006,W6210,GWH,,"0,0",,,
EE,2007,E7000,GWH,"0,0",,,"0,0","5,655"
EE,2007,R5110-5150_W6000RI,GWH,,"19,55",,,
EE,2007,R5292P,GWH,,"0,0",,,
EE,2007,R5292SB,GWH,,"0,0",,,
EE,2007,R5292SP,GWH,,"0,0",,,
EE,2007,R5293SB,GWH,,"0,0",,,
EE,2007,R5293SP,GWH,,"0,0",,,
EE,2007,R5300,GWH,,"13,405",,,
EE,2007,R5300B,GWH,,"0,0",,,
EE,2007,RA000,GWH,,"139,86",,,
EE,2007,RA100,GWH,,"5,655",,,
EE,2007,RA200,GWH,,"0,0",,,
EE,2007,RA300,GWH,,"101,25",,,
EE,2007,RA410,GWH,,"0,0",,,
EE,2007,RA420,GWH,,"0,0",,,
EE,2007,RA500,GWH,,"0,0",,,
EE,2007,TOTAL,GWH,,,"9770,0",,
EE,2007,W6210,GWH,,"0,0",,,
EE,2008,E7000,GWH,"0,0",,,"0,0","7,515"
EE,2008,R5110-5150_W6000RI,GWH,,"27,345",,,
EE,2008,R5292P,GWH,,"0,0",,,
EE,2008,R5292SB,GWH,,"0,0",,,
EE,2008,R5292SP,GWH,,"0,0",,,
EE,2008,R5293SB,GWH,,"0,0",,,
EE,2008,R5293SP,GWH,,"0,0",,,
EE,2008,R5300,GWH,,"9,293",,,
EE,2008,R5300B,GWH,,"0,0",,,
EE,2008,RA000,GWH,,"190,10299999999998",,,
EE,2008,RA100,GWH,,"7,515",,,
EE,2008,RA200,GWH,,"0,0",,,
EE,2008,RA300,GWH,,"145,94899999999998",,,
EE,2008,RA410,GWH,,"0,0",,,
EE,2008,RA420,GWH,,"0,0",,,
EE,2008,RA500,GWH,,"0,0",,,
EE,2008,TOTAL,GWH,,,"9640,0",,
EE,2008,W6210,GWH,,"0,0",,,
EE,2009,E7000,GWH,"0,0",,,"0,0","12,654000000000002"
EE,2009,R5110-5150_W6000RI,GWH,,"306,089",,,
EE,2009,R5292P,GWH,,"0,0",,,
EE,2009,R5292SB,GWH,,"0,0",,,
EE,2009,R5292SP,GWH,,"0,0",,,
EE,2009,R5293SB,GWH,,"0,0",,,
EE,2009,R5293SP,GWH,,"0,0",,,
EE,2009,R5300,GWH,,"6,69",,,
EE,2009,R5300B,GWH,,"0,0",,,
EE,2009,RA000,GWH,,"528,6419999999999",,,
EE,2009,RA100,GWH,,"12,654000000000002",,,
EE,2009,RA200,GWH,,"0,0",,,
EE,2009,RA300,GWH,,"203,209",,,
EE,2009,RA410,GWH,,"0,0",,,
EE,2009,RA420,GWH,,"0,0",,,
EE,2009,RA500,GWH,,"0,0",,,
EE,2009,TOTAL,GWH,,,"8861,0",,
EE,2009,W6210,GWH,,"0,0",,,
EE,2010,E7000,GWH,"0,0",,,"0,0","12,638"
EE,2010,R5110-5150_W6000RI,GWH,,"729,82",,,
EE,2010,R5292P,GWH,,"0,0",,,
EE,2010,R5292SB,GWH,,"0,0",,,
EE,2010,R5292SP,GWH,,"0,0",,,
EE,2010,R5293SB,GWH,,"0,0",,,
EE,2010,R5293SP,GWH,,"0,0",,,
EE,2010,R5300,GWH,,"10,19",,,
EE,2010,R5300B,GWH,,"0,0",,,
EE,2010,RA000,GWH,,"999,502",,,
EE,2010,RA100,GWH,,"12,638",,,
EE,2010,RA200,GWH,,"0,0",,,
EE,2010,RA300,GWH,,"246,854",,,
EE,2010,RA410,GWH,,"0,0",,,
EE,2010,RA420,GWH,,"0,0",,,
EE,2010,RA500,GWH,,"0,0",,,
EE,2010,TOTAL,GWH,,,"9710,0",,
EE,2010,W6210,GWH,,"0,0",,,
EE,2011,E7000,GWH,"0,0",,,"0,0","12,534"
EE,2011,R5110-5150_W6000RI,GWH,,"765,966",,,
EE,2011,R5292P,GWH,,"0,0",,,
EE,2011,R5292SB,GWH,,"0,0",,,
EE,2011,R5292SP,GWH,,"0,0",,,
EE,2011,R5293SB,GWH,,"0,0",,,
EE,2011,R5293SP,GWH,,"0,0",,,
EE,2011,R5300,GWH,,"15,067",,,
EE,2011,R5300B,GWH,,"0,0",,,
EE,2011,RA000,GWH,,"1138,26",,,
EE,2011,RA100,GWH,,"12,534",,,
EE,2011,RA200,GWH,,"0,0",,,
EE,2011,RA300,GWH,,"344,69300000000004",,,
EE,2011,RA410,GWH,,"0,0",,,
EE,2011,RA420,GWH,,"0,0",,,
EE,2011,RA500,GWH,,"0,0",,,
EE,2011,TOTAL,GWH,,,"9331,0",,
EE,2011,W6210,GWH,,"0,0",,,
EE,2012,E7000,GWH,"0,0",,,"0,0","22,858"
EE,2012,R5110-5150_W6000RI,GWH,,"985,143",,,
EE,2012,R5292P,GWH,,"0,0",,,
EE,2012,R5292SB,GWH,,"0,0",,,
EE,2012,R5292SP,GWH,,"0,0",,,
EE,2012,R5293SB,GWH,,"0,0",,,
EE,2012,R5293SP,GWH,,"0,0",,,
EE,2012,R5300,GWH,,"15,76",,,
EE,2012,R5300B,GWH,,"0,0",,,
EE,2012,RA000,GWH,,"1524,1770000000001",,,
EE,2012,RA100,GWH,,"22,858",,,
EE,2012,RA200,GWH,,"0,0",,,
EE,2012,RA300,GWH,,"500,416",,,
EE,2012,RA410,GWH,,"0,0",,,
EE,2012,RA420,GWH,,"0,0",,,
EE,2012,RA500,GWH,,"0,0",,,
EE,2012,TOTAL,GWH,,,"9727,0",,
EE,2012,W6210,GWH,,"0,0",,,
EE,2013,E7000,GWH,"0,0",,,"0,0","24,56"
EE,2013,R5110-5150_W6000RI,GWH,,"645,0",,,
EE,2013,R5292P,GWH,,"0,0",,,
EE,2013,R5292SB,GWH,,"0,0",,,
EE,2013,R5292SP,GWH,,"0,0",,,
EE,2013,R5293SB,GWH,,"0,0",,,
EE,2013,R5293SP,GWH,,"0,0",,,
EE,2013,R5300,GWH,,"20,0",,,
EE,2013,R5300B,GWH,,"0,0",,,
EE,2013,RA000,GWH,,"1254,302",,,
EE,2013,RA100,GWH,,"24,56",,,
EE,2013,RA200,GWH,,"0,0",,,
EE,2013,RA300,GWH,,"564,742",,,
EE,2013,RA410,GWH,,"0,0",,,
EE,2013,RA420,GWH,,"0,0",,,
EE,2013,RA500,GWH,,"0,0",,,
EE,2013,TOTAL,GWH,,,"9687,0",,
EE,2013,W6210,GWH,,"0,0",,,
EE,2014,E7000,GWH,"0,0",,,"0,0","17,152"
EE,2014,R5110-5150_W6000RI,GWH,,"731,0",,,
EE,2014,R5292P,GWH,,"0,0",,,
EE,2014,R5292SB,GWH,,"0,0",,,
EE,2014,R5292SP,GWH,,"0,0",,,
EE,2014,R5293SB,GWH,,"0,0",,,
EE,2014,R5293SP,GWH,,"0,0",,,
EE,2014,R5300,GWH,,"27,0",,,
EE,2014,R5300B,GWH,,"0,0",,,
EE,2014,RA000,GWH,,"1358,549",,,
EE,2014,RA100,GWH,,"17,152",,,
EE,2014,RA200,GWH,,"0,0",,,
EE,2014,RA300,GWH,,"583,3969999999999",,,
EE,2014,RA410,GWH,,"0,0",,,
EE,2014,RA420,GWH,,"0,0",,,
EE,2014,RA500,GWH,,"0,0",,,
EE,2014,TOTAL,GWH,,,"9692,0",,
EE,2014,W6210,GWH,,"0,0",,,
EE,2015,E7000,GWH,"0,0",,,"0,0","22,355999999999998"
EE,2015,R5110-5150_W6000RI,GWH,,"710,0",,,
EE,2015,R5292P,GWH,,"0,0",,,
EE,2015,R5292SB,GWH,,"0,0",,,
EE,2015,R5292SP,GWH,,"0,0",,,
EE,2015,R5293SB,GWH,,"0,0",,,
EE,2015,R5293SP,GWH,,"0,0",,,
EE,2015,R5300,GWH,,"50,0",,,
EE,2015,R5300B,GWH,,"0,0",,,
EE,2015,RA000,GWH,,"1431,866",,,
EE,2015,RA100,GWH,,"22,355999999999998",,,
EE,2015,RA200,GWH,,"0,0",,,
EE,2015,RA300,GWH,,"649,51",,,
EE,2015,RA410,GWH,,"0,0",,,
EE,2015,RA420,GWH,,"0,0",,,
EE,2015,RA500,GWH,,"0,0",,,
EE,2015,TOTAL,GWH,,,"9473,0",,
EE,2015,W6210,GWH,,"0,0",,,
EE,2016,E7000,GWH,"0,0",,,"0,0","24,689"
EE,2016,R5110-5150_W6000RI,GWH,,"840,0",,,
EE,2016,R5292P,GWH,,"0,0",,,
EE,2016,R5292SB,GWH,,"0,0",,,
EE,2016,R5292SP,GWH,,"0,0",,,
EE,2016,R5293SB,GWH,,"0,0",,,
EE,2016,R5293SP,GWH,,"0,0",,,
EE,2016,R5300,GWH,,"45,0",,,
EE,2016,R5300B,GWH,,"0,0",,,
EE,2016,RA000,GWH,,"1576,9229999999998",,,
EE,2016,RA100,GWH,,"24,689",,,
EE,2016,RA200,GWH,,"0,0",,,
EE,2016,RA300,GWH,,"657,556",,,
EE,2016,RA410,GWH,,"0,0",,,
EE,2016,RA420,GWH,,"9,677",,,
EE,2016,RA500,GWH,,"0,0",,,
EE,2016,TOTAL,GWH,,,"10148,677",,
EE,2016,W6210,GWH,,"0,0",,,
EE,2017,E7000,GWH,"0,0",,,"0,0","31,772"
EE,2017,R5110-5150_W6000RI,GWH,,"995,947",,,
EE,2017,R5292P,GWH,,"0,0",,,
EE,2017,R5292SB,GWH,,"0,0",,,
EE,2017,R5292SP,GWH,,"0,0",,,
EE,2017,R5293SB,GWH,,"0,0",,,
EE,2017,R5293SP,GWH,,"0,0",,,
EE,2017,R5300,GWH,,"41,754",,,
EE,2017,R5300B,GWH,,"0,0",,,
EE,2017,RA000,GWH,,"1775,996",,,
EE,2017,RA100,GWH,,"31,772",,,
EE,2017,RA200,GWH,,"0,0",,,
EE,2017,RA300,GWH,,"692,0310000000001",,,
EE,2017,RA410,GWH,,"0,0",,,
EE,2017,RA420,GWH,,"14,492",,,
EE,2017,RA500,GWH,,"0,0",,,
EE,2017,TOTAL,GWH,,,"10183,492",,
EE,2017,W6210,GWH,,"0,0",,,
EE,2018,E7000,GWH,"0,0",,,"0,0","32,772"
EE,2018,R5110-5150_W6000RI,GWH,,"1223,0",,,
EE,2018,R5292P,GWH,,"0,0",,,
EE,2018,R5292SB,GWH,,"0,0",,,
EE,2018,R5292SP,GWH,,"0,0",,,
EE,2018,R5293SB,GWH,,"0,0",,,
EE,2018,R5293SP,GWH,,"0,0",,,
EE,2018,R5300,GWH,,"38,0",,,
EE,2018,R5300B,GWH,,"0,0",,,
EE,2018,RA000,GWH,,"2059,871",,,
EE,2018,RA100,GWH,,"32,772",,,
EE,2018,RA200,GWH,,"0,0",,,
EE,2018,RA300,GWH,,"689,297",,,
EE,2018,RA410,GWH,,"0,0",,,
EE,2018,RA420,GWH,,"30,802",,,
EE,2018,RA500,GWH,,"0,0",,,
EE,2018,TOTAL,GWH,,,"10461,802",,
EE,2018,W6210,GWH,,"46,0",,,
EL,2004,E7000,GWH,"590,762",,,"303,437","3239,6259999999997"
EL,2004,R5110-5150_W6000RI,GWH,,"0,0",,,
EL,2004,R5292P,GWH,,"0,0",,,
EL,2004,R5292SB,GWH,,"0,0",,,
EL,2004,R5292SP,GWH,,"0,0",,,
EL,2004,R5293SB,GWH,,"0,0",,,
EL,2004,R5293SP,GWH,,"0,0",,,
EL,2004,R5300,GWH,,"124,163",,,
EL,2004,R5300B,GWH,,"0,0",,,
EL,2004,RA000,GWH,,"4833,225",,,
EL,2004,RA100,GWH,,"3543,0640000000003",,,
EL,2004,RA200,GWH,,"0,0",,,
EL,2004,RA300,GWH,,"1165,223",,,
EL,2004,RA410,GWH,,"0,0",,,
EL,2004,RA420,GWH,,"0,775",,,
EL,2004,RA500,GWH,,"0,0",,,
EL,2004,TOTAL,GWH,,,"61633,0",,
EL,2004,W6210,GWH,,"0,0",,,
EL,2005,E7000,GWH,"720,493",,,"351,47","3399,9159999999997"
EL,2005,R5110-5150_W6000RI,GWH,,"0,0",,,
EL,2005,R5292P,GWH,,"0,0",,,
EL,2005,R5292SB,GWH,,"0,0",,,
EL,2005,R5292SP,GWH,,"0,0",,,
EL,2005,R5293SB,GWH,,"0,0",,,
EL,2005,R5293SP,GWH,,"0,0",,,
EL,2005,R5300,GWH,,"121,52",,,
EL,2005,R5300B,GWH,,"0,0",,,
EL,2005,RA000,GWH,,"5191,028",,,
EL,2005,RA100,GWH,,"3751,386",,,
EL,2005,RA200,GWH,,"0,0",,,
EL,2005,RA300,GWH,,"1317,1689999999999",,,
EL,2005,RA410,GWH,,"0,0",,,
EL,2005,RA420,GWH,,"0,953",,,
EL,2005,RA500,GWH,,"0,0",,,
EL,2005,TOTAL,GWH,,,"63207,0",,
EL,2005,W6210,GWH,,"0,0",,,
EL,2006,E7000,GWH,"568,745",,,"389,38699999999994","3563,559"
EL,2006,R5110-5150_W6000RI,GWH,,"0,0",,,
EL,2006,R5292P,GWH,,"0,0",,,
EL,2006,R5292SB,GWH,,"0,0",,,
EL,2006,R5292SP,GWH,,"0,0",,,
EL,2006,R5293SB,GWH,,"0,0",,,
EL,2006,R5293SP,GWH,,"0,0",,,
EL,2006,R5300,GWH,,"114,125",,,
EL,2006,R5300B,GWH,,"0,0",,,
EL,2006,RA000,GWH,,"5745,675",,,
EL,2006,RA100,GWH,,"3952,946",,,
EL,2006,RA200,GWH,,"0,0",,,
EL,2006,RA300,GWH,,"1677,219",,,
EL,2006,RA410,GWH,,"0,0",,,
EL,2006,RA420,GWH,,"1,386",,,
EL,2006,RA500,GWH,,"0,0",,,
EL,2006,TOTAL,GWH,,,"64381,0",,
EL,2006,W6210,GWH,,"0,0",,,
EL,2007,E7000,GWH,"338,505",,,"411,954","3574,139"
EL,2007,R5110-5150_W6000RI,GWH,,"0,0",,,
EL,2007,R5292P,GWH,,"0,0",,,
EL,2007,R5292SB,GWH,,"0,0",,,
EL,2007,R5292SP,GWH,,"0,0",,,
EL,2007,R5293SB,GWH,,"0,0",,,
EL,2007,R5293SP,GWH,,"0,0",,,
EL,2007,R5300,GWH,,"184,0",,,
EL,2007,R5300B,GWH,,"0,0",,,
EL,2007,RA000,GWH,,"6257,514",,,
EL,2007,RA100,GWH,,"3986,093",,,
EL,2007,RA200,GWH,,"0,0",,,
EL,2007,RA300,GWH,,"2086,001",,,
EL,2007,RA410,GWH,,"0,0",,,
EL,2007,RA420,GWH,,"1,42",,,
EL,2007,RA500,GWH,,"0,0",,,
EL,2007,TOTAL,GWH,,,"67066,0",,
EL,2007,W6210,GWH,,"0,0",,,
EL,2008,E7000,GWH,"331,54699999999997",,,"434,05699999999996","3640,1020000000003"
EL,2008,R5110-5150_W6000RI,GWH,,"0,0",,,
EL,2008,R5292P,GWH,,"0,0",,,
EL,2008,R5292SB,GWH,,"0,0",,,
EL,2008,R5292SP,GWH,,"0,0",,,
EL,2008,R5293SB,GWH,,"0,0",,,
EL,2008,R5293SP,GWH,,"0,0",,,
EL,2008,R5300,GWH,,"191,356",,,
EL,2008,R5300B,GWH,,"0,0",,,
EL,2008,RA000,GWH,,"6609,986",,,
EL,2008,RA100,GWH,,"4074,158",,,
EL,2008,RA200,GWH,,"0,0",,,
EL,2008,RA300,GWH,,"2339,236",,,
EL,2008,RA410,GWH,,"0,0",,,
EL,2008,RA420,GWH,,"5,236000000000001",,,
EL,2008,RA500,GWH,,"0,0",,,
EL,2008,TOTAL,GWH,,,"68525,0",,
EL,2008,W6210,GWH,,"0,0",,,
EL,2009,E7000,GWH,"638,612",,,"476,631","3796,2259999999997"
EL,2009,R5110-5150_W6000RI,GWH,,"0,0",,,
EL,2009,R5292P,GWH,,"0,0",,,
EL,2009,R5292SB,GWH,,"0,0",,,
EL,2009,R5292SP,GWH,,"0,0",,,
EL,2009,R5293SB,GWH,,"0,0",,,
EL,2009,R5293SP,GWH,,"0,0",,,
EL,2009,R5300,GWH,,"217,572",,,
EL,2009,R5300B,GWH,,"0,0",,,
EL,2009,RA000,GWH,,"7210,993",,,
EL,2009,RA100,GWH,,"4272,857",,,
EL,2009,RA200,GWH,,"0,0",,,
EL,2009,RA300,GWH,,"2670,5640000000003",,,
EL,2009,RA410,GWH,,"0,0",,,
EL,2009,RA420,GWH,,"50,0",,,
EL,2009,RA500,GWH,,"0,0",,,
EL,2009,TOTAL,GWH,,,"65461,0",,
EL,2009,W6210,GWH,,"0,0",,,
EL,2010,E7000,GWH,"877,37",,,"508,195","4002,053"
EL,2010,R5110-5150_W6000RI,GWH,,"0,0",,,
EL,2010,R5292P,GWH,,"0,0",,,
EL,2010,R5292SB,GWH,,"0,0",,,
EL,2010,R5292SP,GWH,,"0,0",,,
EL,2010,R5293SB,GWH,,"0,0",,,
EL,2010,R5293SP,GWH,,"0,0",,,
EL,2010,R5300,GWH,,"190,0",,,
EL,2010,R5300B,GWH,,"0,0",,,
EL,2010,RA000,GWH,,"7762,267",,,
EL,2010,RA100,GWH,,"4510,247",,,
EL,2010,RA200,GWH,,"0,0",,,
EL,2010,RA300,GWH,,"2904,272",,,
EL,2010,RA410,GWH,,"0,0",,,
EL,2010,RA420,GWH,,"157,748",,,
EL,2010,RA500,GWH,,"0,0",,,
EL,2010,TOTAL,GWH,,,"63073,0",,
EL,2010,W6210,GWH,,"0,0",,,
EL,2011,E7000,GWH,"335,472",,,"501,50199999999995","3944,7670000000003"
EL,2011,R5110-5150_W6000RI,GWH,,"0,0",,,
EL,2011,R5292P,GWH,,"0,0",,,
EL,2011,R5292SB,GWH,,"0,0",,,
EL,2011,R5292SP,GWH,,"0,0",,,
EL,2011,R5293SB,GWH,,"0,0",,,
EL,2011,R5293SP,GWH,,"0,0",,,
EL,2011,R5300,GWH,,"206,815",,,
EL,2011,R5300B,GWH,,"0,0",,,
EL,2011,RA000,GWH,,"8618,074",,,
EL,2011,RA100,GWH,,"4446,269",,,
EL,2011,RA200,GWH,,"0,0",,,
EL,2011,RA300,GWH,,"3354,679",,,
EL,2011,RA410,GWH,,"0,0",,,
EL,2011,RA420,GWH,,"610,311",,,
EL,2011,RA500,GWH,,"0,0",,,
EL,2011,TOTAL,GWH,,,"62404,0",,
EL,2011,W6210,GWH,,"0,0",,,
EL,2012,E7000,GWH,"435,81699999999995",,,"498,57199999999995","3970,9179999999997"
EL,2012,R5110-5150_W6000RI,GWH,,"0,0",,,
EL,2012,R5292P,GWH,,"0,0",,,
EL,2012,R5292SB,GWH,,"0,0",,,
EL,2012,R5292SP,GWH,,"0,0",,,
EL,2012,R5293SB,GWH,,"0,0",,,
EL,2012,R5293SP,GWH,,"0,0",,,
EL,2012,R5300,GWH,,"204,294",,,
EL,2012,R5300B,GWH,,"0,0",,,
EL,2012,RA000,GWH,,"10236,439",,,
EL,2012,RA100,GWH,,"4469,49",,,
EL,2012,RA200,GWH,,"0,0",,,
EL,2012,RA300,GWH,,"3868,6690000000003",,,
EL,2012,RA410,GWH,,"0,0",,,
EL,2012,RA420,GWH,,"1693,986",,,
EL,2012,RA500,GWH,,"0,0",,,
EL,2012,TOTAL,GWH,,,"62556,0",,
EL,2012,W6210,GWH,,"0,0",,,
EL,2013,E7000,GWH,"686,965",,,"511,213","4103,61"
EL,2013,R5110-5150_W6000RI,GWH,,"0,0",,,
EL,2013,R5292P,GWH,,"0,0",,,
EL,2013,R5292SB,GWH,,"0,0",,,
EL,2013,R5292SP,GWH,,"0,0",,,
EL,2013,R5293SB,GWH,,"0,0",,,
EL,2013,R5293SP,GWH,,"0,0",,,
EL,2013,R5300,GWH,,"216,40900000000002",,,
EL,2013,R5300B,GWH,,"0,0",,,
EL,2013,RA000,GWH,,"12532,255",,,
EL,2013,RA100,GWH,,"4614,823",,,
EL,2013,RA200,GWH,,"0,0",,,
EL,2013,RA300,GWH,,"4052,922",,,
EL,2013,RA410,GWH,,"0,0",,,
EL,2013,RA420,GWH,,"3648,1009999999997",,,
EL,2013,RA500,GWH,,"0,0",,,
EL,2013,TOTAL,GWH,,,"59001,0",,
EL,2013,W6210,GWH,,"0,0",,,
EL,2014,E7000,GWH,"461,897",,,"501,343","4305,015"
EL,2014,R5110-5150_W6000RI,GWH,,"0,0",,,
EL,2014,R5292P,GWH,,"0,0",,,
EL,2014,R5292SB,GWH,,"0,0",,,
EL,2014,R5292SP,GWH,,"0,0",,,
EL,2014,R5293SB,GWH,,"0,0",,,
EL,2014,R5293SP,GWH,,"0,0",,,
