,geo,year,siec,unit,BIOG_G_ADJSHR,BIOG_G_SHR,BIOG_G_TRA,FC_IND_OTH_E,GFC_HEAT_CL_E,GHP_RED,PPRD_RED
10435,SE,2015,RA200,KTOE,,,,"0,0",,"0,0",
10436,SE,2015,RA410,KTOE,,,,"11,274000000000001",,"0,0",
10437,SE,2015,RA600,KTOE,,,,,,,"1219,7730000000001"
10438,SE,2015,TOTAL,KTOE,,,,,"14688,233",,
10439,SE,2015,W6210,KTOE,,,,"0,0",,"632,918",
10440,SE,2016,R5110-5150_W6000RI,KTOE,,,,"5375,848000000001",,"2476,593",
10441,SE,2016,R5160,KTOE,,,,"0,0",,,
10442,SE,2016,R5292,KTOE,,,,"194,703",,,
10443,SE,2016,R5292P,KTOE,,,,,,"59,75899999999999",
10444,SE,2016,R5292S,KTOE,,,,"0,0",,,
10445,SE,2016,R5292SB,KTOE,,,,,,"0,0",
10446,SE,2016,R5292SP,KTOE,,,,,,"0,0",
10447,SE,2016,R5293S,KTOE,,,,"0,0",,,
10448,SE,2016,R5293SB,KTOE,,,,,,"0,0",
10449,SE,2016,R5293SP,KTOE,,,,,,"0,0",
10450,SE,2016,R5300,KTOE,,,,"50,038000000000004",,"6,544",
10451,SE,2016,R5300B,KTOE,,,,"0,0",,"0,0",
10452,SE,2016,R5300B,PC,"0,0","0,0",,,,,
10453,SE,2016,R5300B,TJ_GCV,,,"0,0",,,,
10454,SE,2016,RA000,KTOE,,,,,"9874,679",,
10455,SE,2016,RA200,KTOE,,,,"0,0",,"0,0",
10456,SE,2016,RA410,KTOE,,,,"11,177999999999999",,"0,0",
10457,SE,2016,RA600,KTOE,,,,,,,"1388,388"
10458,SE,2016,TOTAL,KTOE,,,,,"15069,431999999999",,
10459,SE,2016,W6210,KTOE,,,,"0,0",,"566,089",
10460,SE,2017,R5110-5150_W6000RI,KTOE,,,,"5274,768",,"2517,675",
10461,SE,2017,R5160,KTOE,,,,"0,0",,,
10462,SE,2017,R5292,KTOE,,,,"248,94099999999997",,,
10463,SE,2017,R5292P,KTOE,,,,,,"41,941",
10464,SE,2017,R5292S,KTOE,,,,"0,0",,,
10465,SE,2017,R5292SB,KTOE,,,,,,"0,0",
10466,SE,2017,R5292SP,KTOE,,,,,,"0,0",
10467,SE,2017,R5293S,KTOE,,,,"0,0",,,
10468,SE,2017,R5293SB,KTOE,,,,,,"0,0",
10469,SE,2017,R5293SP,KTOE,,,,,,"0,0",
10470,SE,2017,R5300,KTOE,,,,"35,421",,"10,39",
10471,SE,2017,R5300B,KTOE,,,,"0,0",,"0,0",
10472,SE,2017,R5300B,PC,"0,0","0,0",,,,,
10473,SE,2017,R5300B,TJ_GCV,,,"0,0",,,,
10474,SE,2017,RA000,KTOE,,,,,"9813,101",,
10475,SE,2017,RA200,KTOE,,,,"0,0",,"0,0",
10476,SE,2017,RA410,KTOE,,,,"11,082",,"0,0",
10477,SE,2017,RA600,KTOE,,,,,,,"1379,381"
10478,SE,2017,TOTAL,KTOE,,,,,"14902,318000000001",,
10479,SE,2017,W6210,KTOE,,,,"0,0",,"584,384",
10480,SE,2018,R5110-5150_W6000RI,KTOE,,,,"5099,933",,"2484,26",
10481,SE,2018,R5160,KTOE,,,,"0,0",,,
10482,SE,2018,R5292,KTOE,,,,"276,798",,,
10483,SE,2018,R5292P,KTOE,,,,,,"64,775",
10484,SE,2018,R5292S,KTOE,,,,"0,0",,,
10485,SE,2018,R5292SB,KTOE,,,,,,"0,0",
10486,SE,2018,R5292SP,KTOE,,,,,,"0,0",
10487,SE,2018,R5293S,KTOE,,,,"0,0",,,
10488,SE,2018,R5293SB,KTOE,,,,,,"0,0",
10489,SE,2018,R5293SP,KTOE,,,,,,"0,0",
10490,SE,2018,R5300,KTOE,,,,"29,139",,"7,571000000000001",
10491,SE,2018,R5300B,KTOE,,,,"0,0",,"0,0",
10492,SE,2018,R5300B,PC,"0,0","0,0",,,,,
10493,SE,2018,R5300B,TJ_GCV,,,"0,0",,,,
10494,SE,2018,RA000,KTOE,,,,,"9634,305",,
10495,SE,2018,RA200,KTOE,,,,"0,0",,"0,0",
10496,SE,2018,RA410,KTOE,,,,"10,915",,"0,0",
10497,SE,2018,RA600,KTOE,,,,,,,"1451,254"
10498,SE,2018,TOTAL,KTOE,,,,,"14736,235",,
10499,SE,2018,W6210,KTOE,,,,"0,0",,"551,232",
10500,SI,2004,R5110-5150_W6000RI,KTOE,,,,"428,49",,"9,673",
10501,SI,2004,R5160,KTOE,,,,"0,0",,,
10502,SI,2004,R5292,KTOE,,,,"0,0",,,
10503,SI,2004,R5292P,KTOE,,,,,,"0,0",
10504,SI,2004,R5292S,KTOE,,,,,,,
10505,SI,2004,R5292SB,KTOE,,,,,,,
10506,SI,2004,R5292SP,KTOE,,,,,,,
10507,SI,2004,R5293S,KTOE,,,,,,,
10508,SI,2004,R5293SB,KTOE,,,,,,,
10509,SI,2004,R5293SP,KTOE,,,,,,,
10510,SI,2004,R5300,KTOE,,,,"1,5519999999999998",,"0,0",
10511,SI,2004,R5300B,KTOE,,,,"0,0",,"0,0",
10512,SI,2004,R5300B,PC,"0,0","0,0",,,,,
10513,SI,2004,R5300B,TJ_GCV,,,"0,0",,,,
10514,SI,2004,RA000,KTOE,,,,,"439,715",,
10515,SI,2004,RA200,KTOE,,,,"0,0",,"0,0",
10516,SI,2004,RA410,KTOE,,,,"0,0",,"0,0",
10517,SI,2004,RA600,KTOE,,,,,,,"0,0"
10518,SI,2004,TOTAL,KTOE,,,,,"2394,778",,
10519,SI,2004,W6210,KTOE,,,,"0,0",,"0,0",
10520,SI,2005,R5110-5150_W6000RI,KTOE,,,,"438,163",,"9,363",
10521,SI,2005,R5160,KTOE,,,,"0,0",,,
10522,SI,2005,R5292,KTOE,,,,"0,0",,,
10523,SI,2005,R5292P,KTOE,,,,,,"0,0",
10524,SI,2005,R5292S,KTOE,,,,,,,
10525,SI,2005,R5292SB,KTOE,,,,,,,
10526,SI,2005,R5292SP,KTOE,,,,,,,
10527,SI,2005,R5293S,KTOE,,,,,,,
10528,SI,2005,R5293SB,KTOE,,,,,,,
10529,SI,2005,R5293SP,KTOE,,,,,,,
10530,SI,2005,R5300,KTOE,,,,"1,4569999999999999",,"0,0",
10531,SI,2005,R5300B,KTOE,,,,"0,0",,"0,0",
10532,SI,2005,R5300B,PC,"0,0","0,0",,,,,
10533,SI,2005,R5300B,TJ_GCV,,,"0,0",,,,
10534,SI,2005,RA000,KTOE,,,,,"448,983",,
10535,SI,2005,RA200,KTOE,,,,"0,0",,"0,0",
10536,SI,2005,RA410,KTOE,,,,"0,0",,"0,0",
10537,SI,2005,RA600,KTOE,,,,,,,"0,0"
10538,SI,2005,TOTAL,KTOE,,,,,"2373,783",,
10539,SI,2005,W6210,KTOE,,,,"0,0",,"0,0",
10540,SI,2006,R5110-5150_W6000RI,KTOE,,,,"419,055",,"8,336",
10541,SI,2006,R5160,KTOE,,,,"0,0",,,
10542,SI,2006,R5292,KTOE,,,,"0,0",,,
10543,SI,2006,R5292P,KTOE,,,,,,"0,0",
10544,SI,2006,R5292S,KTOE,,,,,,,
10545,SI,2006,R5292SB,KTOE,,,,,,,
10546,SI,2006,R5292SP,KTOE,,,,,,,
10547,SI,2006,R5293S,KTOE,,,,,,,
10548,SI,2006,R5293SB,KTOE,,,,,,,
10549,SI,2006,R5293SP,KTOE,,,,,,,
10550,SI,2006,R5300,KTOE,,,,"1,385",,"0,645",
10551,SI,2006,R5300B,KTOE,,,,"0,0",,"0,0",
10552,SI,2006,R5300B,PC,"0,0","0,0",,,,,
10553,SI,2006,R5300B,TJ_GCV,,,"0,0",,,,
10554,SI,2006,RA000,KTOE,,,,,"429,421",,
10555,SI,2006,RA200,KTOE,,,,"0,0",,"0,0",
10556,SI,2006,RA410,KTOE,,,,"0,0",,"0,0",
10557,SI,2006,RA600,KTOE,,,,,,,"0,0"
10558,SI,2006,TOTAL,KTOE,,,,,"2318,166",,
10559,SI,2006,W6210,KTOE,,,,"0,0",,"0,0",
10560,SI,2007,R5110-5150_W6000RI,KTOE,,,,"405,48900000000003",,"8,312000000000001",
10561,SI,2007,R5160,KTOE,,,,"0,0",,,
10562,SI,2007,R5292,KTOE,,,,"0,0",,,
10563,SI,2007,R5292P,KTOE,,,,,,"0,0",
10564,SI,2007,R5292S,KTOE,,,,,,,
10565,SI,2007,R5292SB,KTOE,,,,,,,
10566,SI,2007,R5292SP,KTOE,,,,,,,
10567,SI,2007,R5293S,KTOE,,,,,,,
10568,SI,2007,R5293SB,KTOE,,,,,,,
10569,SI,2007,R5293SP,KTOE,,,,,,,
10570,SI,2007,R5300,KTOE,,,,"1,72",,"1,4569999999999999",
10571,SI,2007,R5300B,KTOE,,,,"0,0",,"0,0",
10572,SI,2007,R5300B,PC,"0,0","0,0",,,,,
10573,SI,2007,R5300B,TJ_GCV,,,"0,0",,,,
10574,SI,2007,RA000,KTOE,,,,,"416,977",,
10575,SI,2007,RA200,KTOE,,,,"0,0",,"0,0",
10576,SI,2007,RA410,KTOE,,,,"0,0",,"0,0",
10577,SI,2007,RA600,KTOE,,,,,,,"0,0"
10578,SI,2007,TOTAL,KTOE,,,,,"2045,027",,
10579,SI,2007,W6210,KTOE,,,,"0,0",,"0,0",
10580,SI,2008,R5110-5150_W6000RI,KTOE,,,,"399,111",,"10,414000000000001",
10581,SI,2008,R5160,KTOE,,,,"0,0",,,
10582,SI,2008,R5292,KTOE,,,,"0,0",,,
10583,SI,2008,R5292P,KTOE,,,,,,"0,0",
10584,SI,2008,R5292S,KTOE,,,,,,,
10585,SI,2008,R5292SB,KTOE,,,,,,,
10586,SI,2008,R5292SP,KTOE,,,,,,,
10587,SI,2008,R5293S,KTOE,,,,,,,
10588,SI,2008,R5293SB,KTOE,,,,,,,
10589,SI,2008,R5293SP,KTOE,,,,,,,
10590,SI,2008,R5300,KTOE,,,,"1,911",,"1,982",
10591,SI,2008,R5300B,KTOE,,,,"0,0",,"0,0",
10592,SI,2008,R5300B,PC,"0,0","0,0",,,,,
10593,SI,2008,R5300B,TJ_GCV,,,"0,0",,,,
10594,SI,2008,RA000,KTOE,,,,,"413,418",,
10595,SI,2008,RA200,KTOE,,,,"0,0",,"0,0",
10596,SI,2008,RA410,KTOE,,,,"0,0",,"0,0",
10597,SI,2008,RA600,KTOE,,,,,,,"0,0"
10598,SI,2008,TOTAL,KTOE,,,,,"2149,615",,
10599,SI,2008,W6210,KTOE,,,,"0,0",,"0,0",
10600,SI,2009,R5110-5150_W6000RI,KTOE,,,,"562,339",,"16,17",
10601,SI,2009,R5160,KTOE,,,,"0,0",,,
10602,SI,2009,R5292,KTOE,,,,"0,0",,,
10603,SI,2009,R5292P,KTOE,,,,,,"0,0",
10604,SI,2009,R5292S,KTOE,,,,,,,
10605,SI,2009,R5292SB,KTOE,,,,,,,
10606,SI,2009,R5292SP,KTOE,,,,,,,
10607,SI,2009,R5293S,KTOE,,,,,,,
10608,SI,2009,R5293SB,KTOE,,,,,,,
10609,SI,2009,R5293SP,KTOE,,,,,,,
10610,SI,2009,R5300,KTOE,,,,"2,0780000000000003",,"2,556",
10611,SI,2009,R5300B,KTOE,,,,"0,0",,"0,0",
10612,SI,2009,R5300B,PC,"0,0","0,0",,,,,
10613,SI,2009,R5300B,TJ_GCV,,,"0,0",,,,
10614,SI,2009,RA000,KTOE,,,,,"597,091",,
10615,SI,2009,RA200,KTOE,,,,"6,329",,"0,0",
10616,SI,2009,RA410,KTOE,,,,"7,619",,"0,0",
10617,SI,2009,RA600,KTOE,,,,,,,"0,0"
10618,SI,2009,TOTAL,KTOE,,,,,"2166,166",,
10619,SI,2009,W6210,KTOE,,,,"0,0",,"0,0",
10620,SI,2010,R5110-5150_W6000RI,KTOE,,,,"576,192",,"17,842",
10621,SI,2010,R5160,KTOE,,,,"0,0",,,
10622,SI,2010,R5292,KTOE,,,,"0,0",,,
10623,SI,2010,R5292P,KTOE,,,,,,"0,0",
10624,SI,2010,R5292S,KTOE,,,,,,,
10625,SI,2010,R5292SB,KTOE,,,,,,,
10626,SI,2010,R5292SP,KTOE,,,,,,,
10627,SI,2010,R5293S,KTOE,,,,,,,
10628,SI,2010,R5293SB,KTOE,,,,,,,
10629,SI,2010,R5293SP,KTOE,,,,,,,
10630,SI,2010,R5300,KTOE,,,,"2,556",,"4,6339999999999995",
10631,SI,2010,R5300B,KTOE,,,,"0,0",,"0,0",
10632,SI,2010,R5300B,PC,"0,0","0,0",,,,,
10633,SI,2010,R5300B,TJ_GCV,,,"0,0",,,,
10634,SI,2010,RA000,KTOE,,,,,"635,664",,
10635,SI,2010,RA200,KTOE,,,,"25,748",,"0,5489999999999999",
10636,SI,2010,RA410,KTOE,,,,"8,145",,"0,0",
10637,SI,2010,RA600,KTOE,,,,,,,"0,0"
10638,SI,2010,TOTAL,KTOE,,,,,"2258,589",,
10639,SI,2010,W6210,KTOE,,,,"0,0",,"0,0",
10640,SI,2011,R5110-5150_W6000RI,KTOE,,,,"570,889",,"18,797",
10641,SI,2011,R5160,KTOE,,,,"0,0",,,
10642,SI,2011,R5292,KTOE,,,,"0,0",,,
10643,SI,2011,R5292P,KTOE,,,,,,"0,0",
10644,SI,2011,R5292S,KTOE,,,,"0,0",,,
10645,SI,2011,R5292SB,KTOE,,,,,,"0,0",
10646,SI,2011,R5292SP,KTOE,,,,,,"0,0",
10647,SI,2011,R5293S,KTOE,,,,"0,0",,,
10648,SI,2011,R5293SB,KTOE,,,,,,"0,0",
10649,SI,2011,R5293SP,KTOE,,,,,,"0,0",
10650,SI,2011,R5300,KTOE,,,,"2,436",,"5,47",
10651,SI,2011,R5300B,KTOE,,,,"0,0",,"0,0",
10652,SI,2011,R5300B,PC,"0,0","0,0",,,,,
10653,SI,2011,R5300B,TJ_GCV,,,"0,0",,,,
10654,SI,2011,RA000,KTOE,,,,,"634,924",,
10655,SI,2011,RA200,KTOE,,,,"27,873",,"0,525",
10656,SI,2011,RA410,KTOE,,,,"8,933",,"0,0",
10657,SI,2011,RA600,KTOE,,,,,,,"0,0"
10658,SI,2011,TOTAL,KTOE,,,,,"2096,343",,
10659,SI,2011,W6210,KTOE,,,,"0,0",,"0,0",
10660,SI,2012,R5110-5150_W6000RI,KTOE,,,,"545,6669999999999",,"19,753",
10661,SI,2012,R5160,KTOE,,,,"0,0",,,
10662,SI,2012,R5292,KTOE,,,,"0,0",,,
10663,SI,2012,R5292P,KTOE,,,,,,"0,0",
10664,SI,2012,R5292S,KTOE,,,,"0,0",,,
10665,SI,2012,R5292SB,KTOE,,,,,,"0,0",
10666,SI,2012,R5292SP,KTOE,,,,,,"0,0",
10667,SI,2012,R5293S,KTOE,,,,"0,0",,,
10668,SI,2012,R5293SB,KTOE,,,,,,"0,0",
10669,SI,2012,R5293SP,KTOE,,,,,,"0,0",
10670,SI,2012,R5300,KTOE,,,,"2,388",,"9,339",
10671,SI,2012,R5300B,KTOE,,,,"0,0",,"0,0",
10672,SI,2012,R5300B,PC,"0,0","0,0",,,,,
10673,SI,2012,R5300B,TJ_GCV,,,"0,0",,,,
10674,SI,2012,RA000,KTOE,,,,,"616,987",,
10675,SI,2012,RA200,KTOE,,,,"29,545",,"0,525",
10676,SI,2012,RA410,KTOE,,,,"9,769",,"0,0",
10677,SI,2012,RA600,KTOE,,,,,,,"0,0"
10678,SI,2012,TOTAL,KTOE,,,,,"1961,364",,
10679,SI,2012,W6210,KTOE,,,,"0,0",,"0,0",
10680,SI,2013,R5110-5150_W6000RI,KTOE,,,,"571,2719999999999",,"20,254",
10681,SI,2013,R5160,KTOE,,,,"0,0",,,
10682,SI,2013,R5292,KTOE,,,,"0,0",,,
10683,SI,2013,R5292P,KTOE,,,,,,"0,07200000000000001",
10684,SI,2013,R5292S,KTOE,,,,"0,0",,,
10685,SI,2013,R5292SB,KTOE,,,,,,"0,0",
10686,SI,2013,R5292SP,KTOE,,,,,,"0,0",
10687,SI,2013,R5293S,KTOE,,,,"0,0",,,
10688,SI,2013,R5293SB,KTOE,,,,,,"0,0",
10689,SI,2013,R5293SP,KTOE,,,,,,"0,0",
10690,SI,2013,R5300,KTOE,,,,"2,3169999999999997",,"8,766",
10691,SI,2013,R5300B,KTOE,,,,"0,0",,"0,0",
10692,SI,2013,R5300B,PC,"0,0","0,0",,,,,
10693,SI,2013,R5300B,TJ_GCV,,,"0,0",,,,
10694,SI,2013,RA000,KTOE,,,,,"647,2719999999999",,
10695,SI,2013,RA200,KTOE,,,,"33,677",,"0,5489999999999999",
10696,SI,2013,RA410,KTOE,,,,"10,437999999999999",,"0,0",
10697,SI,2013,RA600,KTOE,,,,,,,"0,0"
10698,SI,2013,TOTAL,KTOE,,,,,"1937,9460000000001",,
10699,SI,2013,W6210,KTOE,,,,"0,0",,"0,0",
10700,SI,2014,R5110-5150_W6000RI,KTOE,,,,"490,733",,"19,394000000000002",
10701,SI,2014,R5160,KTOE,,,,"0,0",,,
10702,SI,2014,R5292,KTOE,,,,"0,0",,,
10703,SI,2014,R5292P,KTOE,,,,,,"0,287",
10704,SI,2014,R5292S,KTOE,,,,"0,0",,,
10705,SI,2014,R5292SB,KTOE,,,,,,"0,0",
10706,SI,2014,R5292SP,KTOE,,,,,,"0,0",
10707,SI,2014,R5293S,KTOE,,,,"0,0",,,
10708,SI,2014,R5293SB,KTOE,,,,,,"0,0",
10709,SI,2014,R5293SP,KTOE,,,,,,"0,0",
10710,SI,2014,R5300,KTOE,,,,"2,0780000000000003",,"8,431000000000001",
10711,SI,2014,R5300B,KTOE,,,,"0,0",,"0,0",
10712,SI,2014,R5300B,PC,"0,0","0,0",,,,,
10713,SI,2014,R5300B,TJ_GCV,,,"0,0",,,,
10714,SI,2014,RA000,KTOE,,,,,"567,378",,
10715,SI,2014,RA200,KTOE,,,,"35,493",,"0,45399999999999996",
10716,SI,2014,RA410,KTOE,,,,"10,796",,"0,0",
10717,SI,2014,RA600,KTOE,,,,,,,"0,0"
10718,SI,2014,TOTAL,KTOE,,,,,"1749,97",,
10719,SI,2014,W6210,KTOE,,,,"0,0",,"0,0",
10720,SI,2015,R5110-5150_W6000RI,KTOE,,,,"537,929",,"26,918000000000003",
10721,SI,2015,R5160,KTOE,,,,"0,0",,,
10722,SI,2015,R5292,KTOE,,,,"0,0",,,
10723,SI,2015,R5292P,KTOE,,,,,,"0,311",
10724,SI,2015,R5292S,KTOE,,,,"0,0",,,
10725,SI,2015,R5292SB,KTOE,,,,,,"0,0",
10726,SI,2015,R5292SP,KTOE,,,,,,"0,0",
10727,SI,2015,R5293S,KTOE,,,,"0,0",,,
10728,SI,2015,R5293SB,KTOE,,,,,,"0,0",
10729,SI,2015,R5293SP,KTOE,,,,,,"0,0",
10730,SI,2015,R5300,KTOE,,,,"1,8869999999999998",,"7,261",
10731,SI,2015,R5300B,KTOE,,,,"0,0",,"0,0",
10732,SI,2015,R5300B,PC,"0,0","0,0",,,,,
10733,SI,2015,R5300B,TJ_GCV,,,"0,0",,,,
10734,SI,2015,RA000,KTOE,,,,,"623,34",,
10735,SI,2015,RA200,KTOE,,,,"37,953",,"0,502",
10736,SI,2015,RA410,KTOE,,,,"10,890999999999998",,"0,0",
10737,SI,2015,RA600,KTOE,,,,,,,"0,0"
10738,SI,2015,TOTAL,KTOE,,,,,"1837,1329999999998",,
10739,SI,2015,W6210,KTOE,,,,"0,0",,"0,0",
10740,SI,2016,R5110-5150_W6000RI,KTOE,,,,"556,439",,"28,279",
10741,SI,2016,R5160,KTOE,,,,"0,0",,,
10742,SI,2016,R5292,KTOE,,,,"0,0",,,
10743,SI,2016,R5292P,KTOE,,,,,,"0,215",
10744,SI,2016,R5292S,KTOE,,,,"0,0",,,
10745,SI,2016,R5292SB,KTOE,,,,,,"0,0",
10746,SI,2016,R5292SP,KTOE,,,,,,"0,0",
10747,SI,2016,R5293S,KTOE,,,,"0,0",,,
10748,SI,2016,R5293SB,KTOE,,,,,,"0,0",
10749,SI,2016,R5293SP,KTOE,,,,,,"0,0",
10750,SI,2016,R5300,KTOE,,,,"1,624",,"6,6160000000000005",
10751,SI,2016,R5300B,KTOE,,,,"0,0",,"0,0",
10752,SI,2016,R5300B,PC,"0,0","0,0",,,,,
10753,SI,2016,R5300B,TJ_GCV,,,"0,0",,,,
10754,SI,2016,RA000,KTOE,,,,,"648,0840000000001",,
10755,SI,2016,RA200,KTOE,,,,"43,757",,"0,43",
10756,SI,2016,RA410,KTOE,,,,"10,939",,"0,0",
10757,SI,2016,RA600,KTOE,,,,,,,"0,0"
10758,SI,2016,TOTAL,KTOE,,,,,"1905,0729999999999",,
10759,SI,2016,W6210,KTOE,,,,"0,0",,"0,0",
10760,SI,2017,R5110-5150_W6000RI,KTOE,,,,"531,491",,"30,34",
10761,SI,2017,R5160,KTOE,,,,"0,0",,,
10762,SI,2017,R5292,KTOE,,,,"0,0",,,
10763,SI,2017,R5292P,KTOE,,,,,,"0,42700000000000005",
10764,SI,2017,R5292S,KTOE,,,,"0,0",,,
10765,SI,2017,R5292SB,KTOE,,,,,,"0,0",
10766,SI,2017,R5292SP,KTOE,,,,,,"0,0",
10767,SI,2017,R5293S,KTOE,,,,"0,0",,,
10768,SI,2017,R5293SB,KTOE,,,,,,"0,0",
10769,SI,2017,R5293SP,KTOE,,,,,,"0,0",
10770,SI,2017,R5300,KTOE,,,,"1,247",,"5,27",
10771,SI,2017,R5300B,KTOE,,,,"0,0",,"0,0",
10772,SI,2017,R5300B,PC,"0,0","0,0",,,,,
10773,SI,2017,R5300B,TJ_GCV,,,"0,0",,,,
10774,SI,2017,RA000,KTOE,,,,,"627,5509999999999",,
10775,SI,2017,RA200,KTOE,,,,"47,842",,"0,42200000000000004",
10776,SI,2017,RA410,KTOE,,,,"10,939",,"0,0",
10777,SI,2017,RA600,KTOE,,,,,,,"0,0"
10778,SI,2017,TOTAL,KTOE,,,,,"1887,655",,
10779,SI,2017,W6210,KTOE,,,,"0,0",,"0,0",
10780,SI,2018,R5110-5150_W6000RI,KTOE,,,,"492,958",,"28,665",
10781,SI,2018,R5160,KTOE,,,,"0,0",,,
10782,SI,2018,R5292,KTOE,,,,"0,0",,,
10783,SI,2018,R5292P,KTOE,,,,,,"0,551",
10784,SI,2018,R5292S,KTOE,,,,"0,0",,,
10785,SI,2018,R5292SB,KTOE,,,,,,"0,0",
10786,SI,2018,R5292SP,KTOE,,,,,,"0,0",
10787,SI,2018,R5293S,KTOE,,,,"0,0",,,
10788,SI,2018,R5293SB,KTOE,,,,,,"0,0",
10789,SI,2018,R5293SP,KTOE,,,,,,"0,0",
10790,SI,2018,R5300,KTOE,,,,"1,4669999999999999",,"5,269",
10791,SI,2018,R5300B,KTOE,,,,"0,0",,"0,0",
10792,SI,2018,R5300B,PC,"0,0","0,0",,,,,
10793,SI,2018,R5300B,TJ_GCV,,,"0,0",,,,
10794,SI,2018,RA000,KTOE,,,,,"588,186",,
10795,SI,2018,RA200,KTOE,,,,"48,449",,"0,462",
10796,SI,2018,RA410,KTOE,,,,"10,915",,"0,0",
10797,SI,2018,RA600,KTOE,,,,,,,"0,0"
10798,SI,2018,TOTAL,KTOE,,,,,"1860,9779999999998",,
10799,SI,2018,W6210,KTOE,,,,"0,0",,"0,0",
10800,SK,2004,R5110-5150_W6000RI,KTOE,,,,"310,046",,"27,252",
10801,SK,2004,R5160,KTOE,,,,"0,0",,,
10802,SK,2004,R5292,KTOE,,,,"0,0",,,
10803,SK,2004,R5292P,KTOE,,,,,,"0,0",
10804,SK,2004,R5292S,KTOE,,,,,,,
10805,SK,2004,R5292SB,KTOE,,,,,,,
10806,SK,2004,R5292SP,KTOE,,,,,,,
10807,SK,2004,R5293S,KTOE,,,,,,,
10808,SK,2004,R5293SB,KTOE,,,,,,,
10809,SK,2004,R5293SP,KTOE,,,,,,,
10810,SK,2004,R5300,KTOE,,,,"4,92",,"0,0",
10811,SK,2004,R5300B,KTOE,,,,"0,0",,"0,0",
10812,SK,2004,R5300B,PC,"0,0","0,0",,,,,
10813,SK,2004,R5300B,TJ_GCV,,,"0,0",,,,
10814,SK,2004,RA000,KTOE,,,,,"349,647",,
10815,SK,2004,RA200,KTOE,,,,"1,218",,"3,4389999999999996",
10816,SK,2004,RA410,KTOE,,,,"0,0",,"0,0",
10817,SK,2004,RA600,KTOE,,,,,,,"0,0"
10818,SK,2004,TOTAL,KTOE,,,,,"6906,775",,
10819,SK,2004,W6210,KTOE,,,,"0,0",,"2,7710000000000004",
10820,SK,2005,R5110-5150_W6000RI,KTOE,,,,"313,533",,"39,959",
10821,SK,2005,R5160,KTOE,,,,"1,4709999999999999",,,
10822,SK,2005,R5292,KTOE,,,,"0,0",,,
10823,SK,2005,R5292P,KTOE,,,,,,"0,0",
10824,SK,2005,R5292S,KTOE,,,,,,,
10825,SK,2005,R5292SB,KTOE,,,,,,,
10826,SK,2005,R5292SP,KTOE,,,,,,,
10827,SK,2005,R5293S,KTOE,,,,,,,
10828,SK,2005,R5293SB,KTOE,,,,,,,
10829,SK,2005,R5293SP,KTOE,,,,,,,
10830,SK,2005,R5300,KTOE,,,,"0,9309999999999999",,"3,2239999999999998",
10831,SK,2005,R5300B,KTOE,,,,"0,0",,"0,0",
10832,SK,2005,R5300B,PC,"0,0","0,0",,,,,
10833,SK,2005,R5300B,TJ_GCV,,,"0,0",,,,
10834,SK,2005,RA000,KTOE,,,,,"366,42800000000005",,
10835,SK,2005,RA200,KTOE,,,,"1,361",,"3,344",
10836,SK,2005,RA410,KTOE,,,,"0,024",,"0,024",
10837,SK,2005,RA600,KTOE,,,,,,,"0,0"
10838,SK,2005,TOTAL,KTOE,,,,,"7283,34",,
10839,SK,2005,W6210,KTOE,,,,"0,0",,"2,556",
10840,SK,2006,R5110-5150_W6000RI,KTOE,,,,"267,985",,"35,063",
10841,SK,2006,R5160,KTOE,,,,"0,0",,,
10842,SK,2006,R5292,KTOE,,,,"0,0",,,
10843,SK,2006,R5292P,KTOE,,,,,,"0,0",
10844,SK,2006,R5292S,KTOE,,,,,,,
10845,SK,2006,R5292SB,KTOE,,,,,,,
10846,SK,2006,R5292SP,KTOE,,,,,,,
10847,SK,2006,R5293S,KTOE,,,,,,,
10848,SK,2006,R5293SB,KTOE,,,,,,,
10849,SK,2006,R5293SP,KTOE,,,,,,,
10850,SK,2006,R5300,KTOE,,,,"4,801",,"1,29",
10851,SK,2006,R5300B,KTOE,,,,"0,0",,"0,0",
10852,SK,2006,R5300B,PC,"0,0","0,0",,,,,
10853,SK,2006,R5300B,TJ_GCV,,,"0,0",,,,
10854,SK,2006,RA000,KTOE,,,,,"317,259",,
10855,SK,2006,RA200,KTOE,,,,"1,6",,"3,9410000000000003",
10856,SK,2006,RA410,KTOE,,,,"0,024",,"0,024",
10857,SK,2006,RA600,KTOE,,,,,,,"0,0"
10858,SK,2006,TOTAL,KTOE,,,,,"7127,106",,
10859,SK,2006,W6210,KTOE,,,,"0,0",,"2,532",
10860,SK,2007,R5110-5150_W6000RI,KTOE,,,,"364,38300000000004",,"37,976",
10861,SK,2007,R5160,KTOE,,,,"0,0",,,
10862,SK,2007,R5292,KTOE,,,,"0,0",,,
10863,SK,2007,R5292P,KTOE,,,,,,"0,0",
10864,SK,2007,R5292S,KTOE,,,,,,,
10865,SK,2007,R5292SB,KTOE,,,,,,,
10866,SK,2007,R5292SP,KTOE,,,,,,,
10867,SK,2007,R5293S,KTOE,,,,,,,
10868,SK,2007,R5293SB,KTOE,,,,,,,
10869,SK,2007,R5293SP,KTOE,,,,,,,
10870,SK,2007,R5300,KTOE,,,,"2,269",,"2,627",
10871,SK,2007,R5300B,KTOE,,,,"0,0",,"0,0",
10872,SK,2007,R5300B,PC,"0,0","0,0",,,,,
