,geo,year,siec,unit,BIOG_G_ADJSHR,BIOG_G_SHR,BIOG_G_TRA,FC_IND_OTH_E,GFC_HEAT_CL_E,GHP_RED,PPRD_RED
3858,ES,2016,TOTAL,KTOE,,,,,"28568,191000000003",,
3859,ES,2016,W6210,KTOE,,,,"5,6370000000000005",,"0,0",
3860,ES,2017,R5110-5150_W6000RI,KTOE,,,,"4064,7990000000004",,"0,0",
3861,ES,2017,R5160,KTOE,,,,"26,483",,,
3862,ES,2017,R5292,KTOE,,,,"29,33",,,
3863,ES,2017,R5292P,KTOE,,,,,,"0,0",
3864,ES,2017,R5292S,KTOE,,,,"0,0",,,
3865,ES,2017,R5292SB,KTOE,,,,,,"0,0",
3866,ES,2017,R5292SP,KTOE,,,,,,"0,0",
3867,ES,2017,R5293S,KTOE,,,,"0,0",,,
3868,ES,2017,R5293SB,KTOE,,,,,,"0,0",
3869,ES,2017,R5293SP,KTOE,,,,,,"0,0",
3870,ES,2017,R5300,KTOE,,,,"53,215",,"0,0",
3871,ES,2017,R5300B,KTOE,,,,"3,5",,"0,0",
3872,ES,2017,R5300B,PC,"0,026000000000000002","0,026000000000000002",,,,,
3873,ES,2017,R5300B,TJ_GCV,,,"0,0",,,,
3874,ES,2017,RA000,KTOE,,,,,"5109,36",,
3875,ES,2017,RA200,KTOE,,,,"18,845",,"0,0",
3876,ES,2017,RA410,KTOE,,,,"308,408",,"0,0",
3877,ES,2017,RA600,KTOE,,,,,,,"627,148"
3878,ES,2017,TOTAL,KTOE,,,,,"28997,156000000003",,
3879,ES,2017,W6210,KTOE,,,,"6,962000000000001",,"0,0",
3880,ES,2018,R5110-5150_W6000RI,KTOE,,,,"4099,145",,"0,0",
3881,ES,2018,R5160,KTOE,,,,"26,483",,,
3882,ES,2018,R5292,KTOE,,,,"40,602",,,
3883,ES,2018,R5292P,KTOE,,,,,,"0,0",
3884,ES,2018,R5292S,KTOE,,,,"0,0",,,
3885,ES,2018,R5292SB,KTOE,,,,,,"0,0",
3886,ES,2018,R5292SP,KTOE,,,,,,"0,0",
3887,ES,2018,R5293S,KTOE,,,,"0,0",,,
3888,ES,2018,R5293SB,KTOE,,,,,,"0,0",
3889,ES,2018,R5293SP,KTOE,,,,,,"0,0",
3890,ES,2018,R5300,KTOE,,,,"54,815",,"0,0",
3891,ES,2018,R5300B,KTOE,,,,"3,795",,"0,0",
3892,ES,2018,R5300B,PC,"0,027000000000000003","0,027000000000000003",,,,,
3893,ES,2018,R5300B,TJ_GCV,,,"0,0",,,,
3894,ES,2018,RA000,KTOE,,,,,"5273,69",,
3895,ES,2018,RA200,KTOE,,,,"18,845",,"0,0",
3896,ES,2018,RA410,KTOE,,,,"324,284",,"0,0",
3897,ES,2018,RA600,KTOE,,,,,,,"742,095"
3898,ES,2018,TOTAL,KTOE,,,,,"30165,022",,
3899,ES,2018,W6210,KTOE,,,,"4,228",,"0,0",
3900,EU27_2020,2004,R5110-5150_W6000RI,KTOE,,,,"51399,763",,"4670,523",
3901,EU27_2020,2004,R5160,KTOE,,,,"210,672",,,
3902,EU27_2020,2004,R5292,KTOE,,,,"80,73899999999999",,,
3903,EU27_2020,2004,R5292P,KTOE,,,,,,"28,351",
3904,EU27_2020,2004,R5292S,KTOE,,,,,,,
3905,EU27_2020,2004,R5292SB,KTOE,,,,,,,
3906,EU27_2020,2004,R5292SP,KTOE,,,,,,,
3907,EU27_2020,2004,R5293S,KTOE,,,,,,,
3908,EU27_2020,2004,R5293SB,KTOE,,,,,,,
3909,EU27_2020,2004,R5293SP,KTOE,,,,,,,
3910,EU27_2020,2004,R5300,KTOE,,,,"514,4830000000001",,"104,686",
3911,EU27_2020,2004,R5300B,KTOE,,,,"5,849",,"0,799",
3912,EU27_2020,2004,R5300B,PC,"0,027999999999999997","0,003",,,,,
3913,EU27_2020,2004,R5300B,TJ_GCV,,,"0,0",,,,
3914,EU27_2020,2004,RA000,KTOE,,,,,"61897,992999999995",,
3915,EU27_2020,2004,RA200,KTOE,,,,"507,11800000000005",,"24,721",
3916,EU27_2020,2004,RA410,KTOE,,,,"671,087",,"1,218",
3917,EU27_2020,2004,RA600,KTOE,,,,,,,"1750,9520000000002"
3918,EU27_2020,2004,TOTAL,KTOE,,,,,"528971,4720000001",,
3919,EU27_2020,2004,W6210,KTOE,,,,"604,9730000000001",,"1322,06",
3920,EU27_2020,2005,R5110-5150_W6000RI,KTOE,,,,"54428,758",,"4902,31",
3921,EU27_2020,2005,R5160,KTOE,,,,"217,176",,,
3922,EU27_2020,2005,R5292,KTOE,,,,"130,689",,,
3923,EU27_2020,2005,R5292P,KTOE,,,,,,"88,321",
3924,EU27_2020,2005,R5292S,KTOE,,,,,,,
3925,EU27_2020,2005,R5292SB,KTOE,,,,,,,
3926,EU27_2020,2005,R5292SP,KTOE,,,,,,,
3927,EU27_2020,2005,R5293S,KTOE,,,,,,,
3928,EU27_2020,2005,R5293SB,KTOE,,,,,,,
3929,EU27_2020,2005,R5293SP,KTOE,,,,,,,
3930,EU27_2020,2005,R5300,KTOE,,,,"537,99",,"134,77100000000002",
3931,EU27_2020,2005,R5300B,KTOE,,,,"5,986000000000001",,"0,7879999999999999",
3932,EU27_2020,2005,R5300B,PC,"0,03","0,003",,,,,
3933,EU27_2020,2005,R5300B,TJ_GCV,,,"0,0",,,,
3934,EU27_2020,2005,RA000,KTOE,,,,,"65938,163",,
3935,EU27_2020,2005,RA200,KTOE,,,,"447,29900000000004",,"112,014",
3936,EU27_2020,2005,RA410,KTOE,,,,"730,525",,"1,314",
3937,EU27_2020,2005,RA600,KTOE,,,,,,,"2288,631"
3938,EU27_2020,2005,TOTAL,KTOE,,,,,"529752,956",,
3939,EU27_2020,2005,W6210,KTOE,,,,"446,809",,"1464,7820000000002",
3940,EU27_2020,2006,R5110-5150_W6000RI,KTOE,,,,"56421,91099999999",,"5154,389",
3941,EU27_2020,2006,R5160,KTOE,,,,"224,912",,,
3942,EU27_2020,2006,R5292,KTOE,,,,"270,819",,,
3943,EU27_2020,2006,R5292P,KTOE,,,,,,"124,41799999999999",
3944,EU27_2020,2006,R5292S,KTOE,,,,,,,
3945,EU27_2020,2006,R5292SB,KTOE,,,,,,,
3946,EU27_2020,2006,R5292SP,KTOE,,,,,,,
3947,EU27_2020,2006,R5293S,KTOE,,,,,,,
3948,EU27_2020,2006,R5293SB,KTOE,,,,,,,
3949,EU27_2020,2006,R5293SP,KTOE,,,,,,,
3950,EU27_2020,2006,R5300,KTOE,,,,"613,431",,"129,493",
3951,EU27_2020,2006,R5300B,KTOE,,,,"6,02",,"0,7929999999999999",
3952,EU27_2020,2006,R5300B,PC,"0,031","0,003",,,,,
3953,EU27_2020,2006,R5300B,TJ_GCV,,,"0,0",,,,
3954,EU27_2020,2006,RA000,KTOE,,,,,"69197,298",,
3955,EU27_2020,2006,RA200,KTOE,,,,"446,009",,"107,51100000000001",
3956,EU27_2020,2006,RA410,KTOE,,,,"830,597",,"1,17",
3957,EU27_2020,2006,RA600,KTOE,,,,,,,"2851,2470000000003"
3958,EU27_2020,2006,TOTAL,KTOE,,,,,"523772,92600000004",,
3959,EU27_2020,2006,W6210,KTOE,,,,"478,16900000000004",,"1536,406",
3960,EU27_2020,2007,R5110-5150_W6000RI,KTOE,,,,"59528,81",,"5189,532",
3961,EU27_2020,2007,R5160,KTOE,,,,"279,712",,,
3962,EU27_2020,2007,R5292,KTOE,,,,"393,37800000000004",,,
3963,EU27_2020,2007,R5292P,KTOE,,,,,,"150,406",
3964,EU27_2020,2007,R5292S,KTOE,,,,,,,
3965,EU27_2020,2007,R5292SB,KTOE,,,,,,,
3966,EU27_2020,2007,R5292SP,KTOE,,,,,,,
3967,EU27_2020,2007,R5293S,KTOE,,,,,,,
3968,EU27_2020,2007,R5293SB,KTOE,,,,,,,
3969,EU27_2020,2007,R5293SP,KTOE,,,,,,,
3970,EU27_2020,2007,R5300,KTOE,,,,"805,579",,"142,727",
3971,EU27_2020,2007,R5300B,KTOE,,,,"5,365",,"0,728",
3972,EU27_2020,2007,R5300B,PC,"0,03","0,003",,,,,
3973,EU27_2020,2007,R5300B,TJ_GCV,,,"0,0",,,,
3974,EU27_2020,2007,RA000,KTOE,,,,,"73954,773",,
3975,EU27_2020,2007,RA200,KTOE,,,,"448,906",,"103,447",
3976,EU27_2020,2007,RA410,KTOE,,,,"950,033",,"1,4809999999999999",
3977,EU27_2020,2007,RA600,KTOE,,,,,,,"3516,26"
3978,EU27_2020,2007,TOTAL,KTOE,,,,,"499543,31200000003",,
3979,EU27_2020,2007,W6210,KTOE,,,,"701,86",,"1736,5479999999998",
3980,EU27_2020,2008,R5110-5150_W6000RI,KTOE,,,,"62528,723",,"5698,95",
3981,EU27_2020,2008,R5160,KTOE,,,,"286,512",,,
3982,EU27_2020,2008,R5292,KTOE,,,,"418,523",,,
3983,EU27_2020,2008,R5292P,KTOE,,,,,,"134,976",
3984,EU27_2020,2008,R5292S,KTOE,,,,,,,
3985,EU27_2020,2008,R5292SB,KTOE,,,,,,,
3986,EU27_2020,2008,R5292SP,KTOE,,,,,,,
3987,EU27_2020,2008,R5293S,KTOE,,,,,,,
3988,EU27_2020,2008,R5293SB,KTOE,,,,,,,
3989,EU27_2020,2008,R5293SP,KTOE,,,,,,,
3990,EU27_2020,2008,R5300,KTOE,,,,"855,4960000000001",,"134,243",
3991,EU27_2020,2008,R5300B,KTOE,,,,"5,22",,"0,67",
3992,EU27_2020,2008,R5300B,PC,"0,027000000000000003","0,003",,,,,
3993,EU27_2020,2008,R5300B,TJ_GCV,,,"0,0",,,,
3994,EU27_2020,2008,RA000,KTOE,,,,,"78235,933",,
3995,EU27_2020,2008,RA200,KTOE,,,,"473,54400000000004",,"106,67299999999999",
3996,EU27_2020,2008,RA410,KTOE,,,,"1110,9260000000002",,"1,6480000000000001",
3997,EU27_2020,2008,RA600,KTOE,,,,,,,"4217,738"
3998,EU27_2020,2008,TOTAL,KTOE,,,,,"510368,47799999994",,
3999,EU27_2020,2008,W6210,KTOE,,,,"326,534",,"1935,559",
4000,EU27_2020,2009,R5110-5150_W6000RI,KTOE,,,,"62796,996",,"6034,041",
4001,EU27_2020,2009,R5160,KTOE,,,,"348,379",,,
4002,EU27_2020,2009,R5292,KTOE,,,,"485,04400000000004",,,
4003,EU27_2020,2009,R5292P,KTOE,,,,,,"221,037",
4004,EU27_2020,2009,R5292S,KTOE,,,,,,,
4005,EU27_2020,2009,R5292SB,KTOE,,,,,,,
4006,EU27_2020,2009,R5292SP,KTOE,,,,,,,
4007,EU27_2020,2009,R5293S,KTOE,,,,,,,
4008,EU27_2020,2009,R5293SB,KTOE,,,,,,,
4009,EU27_2020,2009,R5293SP,KTOE,,,,,,,
4010,EU27_2020,2009,R5300,KTOE,,,,"1038,139",,"151,418",
4011,EU27_2020,2009,R5300B,KTOE,,,,"4,8660000000000005",,"0,68",
4012,EU27_2020,2009,R5300B,PC,"0,026000000000000002","0,003",,,,,
4013,EU27_2020,2009,R5300B,TJ_GCV,,,"0,0",,,,
4014,EU27_2020,2009,RA000,KTOE,,,,,"80249,55900000001",,
4015,EU27_2020,2009,RA200,KTOE,,,,"497,039",,"102,318",
4016,EU27_2020,2009,RA410,KTOE,,,,"1297,902",,"3,9219999999999997",
4017,EU27_2020,2009,RA600,KTOE,,,,,,,"4937,56"
4018,EU27_2020,2009,TOTAL,KTOE,,,,,"476957,646",,
4019,EU27_2020,2009,W6210,KTOE,,,,"369,15",,"1961,068",
4020,EU27_2020,2010,R5110-5150_W6000RI,KTOE,,,,"67013,686",,"7562,4619999999995",
4021,EU27_2020,2010,R5160,KTOE,,,,"345,894",,,
4022,EU27_2020,2010,R5292,KTOE,,,,"459,00699999999995",,,
4023,EU27_2020,2010,R5292P,KTOE,,,,,,"231,622",
4024,EU27_2020,2010,R5292S,KTOE,,,,,,,
4025,EU27_2020,2010,R5292SB,KTOE,,,,,,,
4026,EU27_2020,2010,R5292SP,KTOE,,,,,,,
4027,EU27_2020,2010,R5293S,KTOE,,,,,,,
4028,EU27_2020,2010,R5293SB,KTOE,,,,,,,
4029,EU27_2020,2010,R5293SP,KTOE,,,,,,,
4030,EU27_2020,2010,R5300,KTOE,,,,"1334,069",,"168,215",
4031,EU27_2020,2010,R5300B,KTOE,,,,"4,41",,"0,5489999999999999",
4032,EU27_2020,2010,R5300B,PC,"0,021","0,002",,,,,
4033,EU27_2020,2010,R5300B,TJ_GCV,,,"0,0",,,,
4034,EU27_2020,2010,RA000,KTOE,,,,,"87084,177",,
4035,EU27_2020,2010,RA200,KTOE,,,,"444,88199999999995",,"124,704",
4036,EU27_2020,2010,RA410,KTOE,,,,"1498,02",,"4,927",
4037,EU27_2020,2010,RA600,KTOE,,,,,,,"5464,533"
4038,EU27_2020,2010,TOTAL,KTOE,,,,,"511479,686",,
4039,EU27_2020,2010,W6210,KTOE,,,,"405,98900000000003",,"2021,2089999999998",
4040,EU27_2020,2011,R5110-5150_W6000RI,KTOE,,,,"61893,907",,"7283,673000000001",
4041,EU27_2020,2011,R5160,KTOE,,,,"350,902",,,
4042,EU27_2020,2011,R5292,KTOE,,,,"356,577",,,
4043,EU27_2020,2011,R5292P,KTOE,,,,,,"119,645",
4044,EU27_2020,2011,R5292S,KTOE,,,,"178,803",,,
4045,EU27_2020,2011,R5292SB,KTOE,,,,,,"0,0",
4046,EU27_2020,2011,R5292SP,KTOE,,,,,,"26,644000000000002",
4047,EU27_2020,2011,R5293S,KTOE,,,,"8,748",,,
4048,EU27_2020,2011,R5293SB,KTOE,,,,,,"0,0",
4049,EU27_2020,2011,R5293SP,KTOE,,,,,,"0,0",
4050,EU27_2020,2011,R5300,KTOE,,,,"1499,395",,"500,037",
4051,EU27_2020,2011,R5300B,KTOE,,,,"2,8139999999999996",,"0,396",
4052,EU27_2020,2011,R5300B,PC,"0,077","0,004",,,,,
4053,EU27_2020,2011,R5300B,TJ_GCV,,,"385,389",,,,
4054,EU27_2020,2011,RA000,KTOE,,,,,"82890,411",,
4055,EU27_2020,2011,RA200,KTOE,,,,"470,023",,"113,369",
4056,EU27_2020,2011,RA410,KTOE,,,,"1681,983",,"7,112",
4057,EU27_2020,2011,RA600,KTOE,,,,,,,"6274,632"
4058,EU27_2020,2011,TOTAL,KTOE,,,,,"472905,776",,
4059,EU27_2020,2011,W6210,KTOE,,,,"525,3240000000001",,"2081,396",
4060,EU27_2020,2012,R5110-5150_W6000RI,KTOE,,,,"66747,148",,"8657,274",
4061,EU27_2020,2012,R5160,KTOE,,,,"400,756",,,
4062,EU27_2020,2012,R5292,KTOE,,,,"366,89099999999996",,,
4063,EU27_2020,2012,R5292P,KTOE,,,,,,"147,941",
4064,EU27_2020,2012,R5292S,KTOE,,,,"196,088",,,
4065,EU27_2020,2012,R5292SB,KTOE,,,,,,"0,0",
4066,EU27_2020,2012,R5292SP,KTOE,,,,,,"27,906999999999996",
4067,EU27_2020,2012,R5293S,KTOE,,,,"43,96",,,
4068,EU27_2020,2012,R5293SB,KTOE,,,,,,"0,0",
4069,EU27_2020,2012,R5293SP,KTOE,,,,,,"0,0",
4070,EU27_2020,2012,R5300,KTOE,,,,"1629,8139999999999",,"352,52099999999996",
4071,EU27_2020,2012,R5300B,KTOE,,,,"9,607000000000001",,"1,392",
4072,EU27_2020,2012,R5300B,PC,"0,396","0,008",,,,,
4073,EU27_2020,2012,R5300B,TJ_GCV,,,"384,82199999999995",,,,
4074,EU27_2020,2012,RA000,KTOE,,,,,"90051,286",,
4075,EU27_2020,2012,RA200,KTOE,,,,"486,185",,"126,035",
4076,EU27_2020,2012,RA410,KTOE,,,,"1782,415",,"10,857999999999999",
4077,EU27_2020,2012,RA600,KTOE,,,,,,,"6840,795999999999"
4078,EU27_2020,2012,TOTAL,KTOE,,,,,"481178,554",,
4079,EU27_2020,2012,W6210,KTOE,,,,"557,863",,"2224,626",
4080,EU27_2020,2013,R5110-5150_W6000RI,KTOE,,,,"67615,13900000001",,"9111,127",
4081,EU27_2020,2013,R5160,KTOE,,,,"380,505",,,
4082,EU27_2020,2013,R5292,KTOE,,,,"376,476",,,
4083,EU27_2020,2013,R5292P,KTOE,,,,,,"145,94299999999998",
4084,EU27_2020,2013,R5292S,KTOE,,,,"179,451",,,
4085,EU27_2020,2013,R5292SB,KTOE,,,,,,"0,0",
4086,EU27_2020,2013,R5292SP,KTOE,,,,,,"36,239000000000004",
4087,EU27_2020,2013,R5293S,KTOE,,,,"44,718",,,
4088,EU27_2020,2013,R5293SB,KTOE,,,,,,"0,0",
4089,EU27_2020,2013,R5293SP,KTOE,,,,,,"2,191",
4090,EU27_2020,2013,R5300,KTOE,,,,"1869,394",,"472,408",
4091,EU27_2020,2013,R5300B,KTOE,,,,"20,474",,"3,355",
4092,EU27_2020,2013,R5300B,PC,"0,606","0,013000000000000001",,,,,
4093,EU27_2020,2013,R5300B,TJ_GCV,,,"338,667",,,,
4094,EU27_2020,2013,RA000,KTOE,,,,,"92733,81300000001",,
4095,EU27_2020,2013,RA200,KTOE,,,,"510,881",,"148,89600000000002",
4096,EU27_2020,2013,RA410,KTOE,,,,"1867,31",,"13,842",
4097,EU27_2020,2013,RA600,KTOE,,,,,,,"7351,523"
4098,EU27_2020,2013,TOTAL,KTOE,,,,,"484793,708",,
4099,EU27_2020,2013,W6210,KTOE,,,,"711,2769999999999",,"2441,993",
4100,EU27_2020,2014,R5110-5150_W6000RI,KTOE,,,,"62202,309",,"9190,742",
4101,EU27_2020,2014,R5160,KTOE,,,,"374,176",,,
4102,EU27_2020,2014,R5292,KTOE,,,,"431,26099999999997",,,
4103,EU27_2020,2014,R5292P,KTOE,,,,,,"107,81299999999999",
4104,EU27_2020,2014,R5292S,KTOE,,,,"197,766",,,
4105,EU27_2020,2014,R5292SB,KTOE,,,,,,"0,0",
4106,EU27_2020,2014,R5292SP,KTOE,,,,,,"43,897",
4107,EU27_2020,2014,R5293S,KTOE,,,,"52,681000000000004",,,
4108,EU27_2020,2014,R5293SB,KTOE,,,,,,"0,0",
4109,EU27_2020,2014,R5293SP,KTOE,,,,,,"4,118",
4110,EU27_2020,2014,R5300,KTOE,,,,"2073,928",,"575,9490000000001",
4111,EU27_2020,2014,R5300B,KTOE,,,,"31,055",,"6,045",
4112,EU27_2020,2014,R5300B,PC,"1,02","0,022000000000000002",,,,,
4113,EU27_2020,2014,R5300B,TJ_GCV,,,"311,35",,,,
4114,EU27_2020,2014,RA000,KTOE,,,,,"89345,804",,
4115,EU27_2020,2014,RA200,KTOE,,,,"487,046",,"168,753",
4116,EU27_2020,2014,RA410,KTOE,,,,"1986,039",,"19,816",
4117,EU27_2020,2014,RA600,KTOE,,,,,,,"8723,445"
4118,EU27_2020,2014,TOTAL,KTOE,,,,,"445701,826",,
4119,EU27_2020,2014,W6210,KTOE,,,,"693,255",,"2571,584",
4120,EU27_2020,2015,R5110-5150_W6000RI,KTOE,,,,"64750,541",,"9522,084",
4121,EU27_2020,2015,R5160,KTOE,,,,"382,37300000000005",,,
4122,EU27_2020,2015,R5292,KTOE,,,,"442,24699999999996",,,
4123,EU27_2020,2015,R5292P,KTOE,,,,,,"104,118",
4124,EU27_2020,2015,R5292S,KTOE,,,,"190,45",,,
4125,EU27_2020,2015,R5292SB,KTOE,,,,,,"0,0",
4126,EU27_2020,2015,R5292SP,KTOE,,,,,,"51,805",
4127,EU27_2020,2015,R5293S,KTOE,,,,"55,53",,,
4128,EU27_2020,2015,R5293SB,KTOE,,,,,,"0,0",
4129,EU27_2020,2015,R5293SP,KTOE,,,,,,"4,523",
4130,EU27_2020,2015,R5300,KTOE,,,,"2199,744",,"635,143",
4131,EU27_2020,2015,R5300B,KTOE,,,,"55,577",,"10,707",
4132,EU27_2020,2015,R5300B,PC,"1,949","0,034",,,,,
4133,EU27_2020,2015,R5300B,TJ_GCV,,,"195,78099999999998",,,,
4134,EU27_2020,2015,RA000,KTOE,,,,,"93338,96699999999",,
4135,EU27_2020,2015,RA200,KTOE,,,,"496,69",,"194,78099999999998",
4136,EU27_2020,2015,RA410,KTOE,,,,"2095,992",,"25,366999999999997",
4137,EU27_2020,2015,RA600,KTOE,,,,,,,"9248,649"
4138,EU27_2020,2015,TOTAL,KTOE,,,,,"458066,335",,
4139,EU27_2020,2015,W6210,KTOE,,,,"710,717",,"2768,347",
4140,EU27_2020,2016,R5110-5150_W6000RI,KTOE,,,,"65363,16",,"10418,117",
4141,EU27_2020,2016,R5160,KTOE,,,,"362,42",,,
4142,EU27_2020,2016,R5292,KTOE,,,,"614,6419999999999",,,
4143,EU27_2020,2016,R5292P,KTOE,,,,,,"114,414",
4144,EU27_2020,2016,R5292S,KTOE,,,,"307,505",,,
4145,EU27_2020,2016,R5292SB,KTOE,,,,,,"0,0",
4146,EU27_2020,2016,R5292SP,KTOE,,,,,,"47,196000000000005",
4147,EU27_2020,2016,R5293S,KTOE,,,,"70,92",,,
4148,EU27_2020,2016,R5293SB,KTOE,,,,,,"0,0",
4149,EU27_2020,2016,R5293SP,KTOE,,,,,,"13,959000000000001",
4150,EU27_2020,2016,R5300,KTOE,,,,"2364,476",,"657,471",
4151,EU27_2020,2016,R5300B,KTOE,,,,"90,307",,"22,068",
4152,EU27_2020,2016,R5300B,PC,"3,722","0,052000000000000005",,,,,
4153,EU27_2020,2016,R5300B,TJ_GCV,,,"200,984",,,,
4154,EU27_2020,2016,RA000,KTOE,,,,,"96140,655",,
4155,EU27_2020,2016,RA200,KTOE,,,,"538,789",,"236,713",
4156,EU27_2020,2016,RA410,KTOE,,,,"2150,018",,"35,667",
4157,EU27_2020,2016,RA600,KTOE,,,,,,,"9994,117"
4158,EU27_2020,2016,TOTAL,KTOE,,,,,"467515,831",,
4159,EU27_2020,2016,W6210,KTOE,,,,"771,4889999999999",,"2781,143",
4160,EU27_2020,2017,R5110-5150_W6000RI,KTOE,,,,"66175,305",,"10852,555",
4161,EU27_2020,2017,R5160,KTOE,,,,"376,14300000000003",,,
4162,EU27_2020,2017,R5292,KTOE,,,,"732,347",,,
4163,EU27_2020,2017,R5292P,KTOE,,,,,,"99,611",
4164,EU27_2020,2017,R5292S,KTOE,,,,"391,219",,,
4165,EU27_2020,2017,R5292SB,KTOE,,,,,,"0,0",
4166,EU27_2020,2017,R5292SP,KTOE,,,,,,"48,43",
4167,EU27_2020,2017,R5293S,KTOE,,,,"77,743",,,
4168,EU27_2020,2017,R5293SB,KTOE,,,,,,"0,0",
4169,EU27_2020,2017,R5293SP,KTOE,,,,,,"16,583",
4170,EU27_2020,2017,R5300,KTOE,,,,"2422,698",,"704,873",
4171,EU27_2020,2017,R5300B,KTOE,,,,"144,657",,"30,337",
4172,EU27_2020,2017,R5300B,PC,"5,82","0,079",,,,,
4173,EU27_2020,2017,R5300B,TJ_GCV,,,"250,81",,,,
4174,EU27_2020,2017,RA000,KTOE,,,,,"98567,519",,
4175,EU27_2020,2017,RA200,KTOE,,,,"575,0840000000001",,"257,586",
4176,EU27_2020,2017,RA410,KTOE,,,,"2214,103",,"44,693000000000005",
4177,EU27_2020,2017,RA600,KTOE,,,,,,,"10599,732"
4178,EU27_2020,2017,TOTAL,KTOE,,,,,"470240,609",,
4179,EU27_2020,2017,W6210,KTOE,,,,"837,05",,"2893,055",
4180,EU27_2020,2018,R5110-5150_W6000RI,KTOE,,,,"64882,437999999995",,"10849,319",
4181,EU27_2020,2018,R5160,KTOE,,,,"404,88699999999994",,,
4182,EU27_2020,2018,R5292,KTOE,,,,"910,336",,,
4183,EU27_2020,2018,R5292P,KTOE,,,,,,"128,76",
4184,EU27_2020,2018,R5292S,KTOE,,,,"532,479",,,
4185,EU27_2020,2018,R5292SB,KTOE,,,,,,"0,0",
4186,EU27_2020,2018,R5292SP,KTOE,,,,,,"55,922",
4187,EU27_2020,2018,R5293S,KTOE,,,,"155,556",,,
4188,EU27_2020,2018,R5293SB,KTOE,,,,,,"0,0",
4189,EU27_2020,2018,R5293SP,KTOE,,,,,,"17,254",
4190,EU27_2020,2018,R5300,KTOE,,,,"2359,4610000000002",,"859,943",
4191,EU27_2020,2018,R5300B,KTOE,,,,"200,699",,"41,545",
4192,EU27_2020,2018,R5300B,PC,"7,522","0,10800000000000001",,,,,
4193,EU27_2020,2018,R5300B,TJ_GCV,,,"334,811",,,,
4194,EU27_2020,2018,RA000,KTOE,,,,,"98658,948",,
4195,EU27_2020,2018,RA200,KTOE,,,,"589,982",,"276,812",
4196,EU27_2020,2018,RA410,KTOE,,,,"2360,405",,"54,226000000000006",
4197,EU27_2020,2018,RA600,KTOE,,,,,,,"11351,501"
4198,EU27_2020,2018,TOTAL,KTOE,,,,,"466884,18700000003",,
4199,EU27_2020,2018,W6210,KTOE,,,,"975,003",,"2864,325",
4200,EU28,2004,R5110-5150_W6000RI,KTOE,,,,"51796,748",,"4670,523",
4201,EU28,2004,R5160,KTOE,,,,"210,672",,,
4202,EU28,2004,R5292,KTOE,,,,"80,73899999999999",,,
4203,EU28,2004,R5292P,KTOE,,,,,,"28,351",
4204,EU28,2004,R5292S,KTOE,,,,,,,
4205,EU28,2004,R5292SB,KTOE,,,,,,,
4206,EU28,2004,R5292SP,KTOE,,,,,,,
4207,EU28,2004,R5293S,KTOE,,,,,,,
4208,EU28,2004,R5293SB,KTOE,,,,,,,
4209,EU28,2004,R5293SP,KTOE,,,,,,,
4210,EU28,2004,R5300,KTOE,,,,"576,034",,"104,686",
4211,EU28,2004,R5300B,KTOE,,,,"5,849",,"0,799",
4212,EU28,2004,R5300B,PC,"0,027999999999999997","0,002",,,,,
4213,EU28,2004,R5300B,TJ_GCV,,,"0,0",,,,
4214,EU28,2004,RA000,KTOE,,,,,"62405,66",,
4215,EU28,2004,RA200,KTOE,,,,"507,906",,"24,721",
4216,EU28,2004,RA410,KTOE,,,,"695,64",,"1,218",
4217,EU28,2004,RA600,KTOE,,,,,,,"1750,9520000000002"
4218,EU28,2004,TOTAL,KTOE,,,,,"598694,181",,
4219,EU28,2004,W6210,KTOE,,,,"628,762",,"1322,06",
4220,EU28,2005,R5110-5150_W6000RI,KTOE,,,,"54819,10400000001",,"4902,31",
4221,EU28,2005,R5160,KTOE,,,,"217,176",,,
4222,EU28,2005,R5292,KTOE,,,,"130,689",,,
4223,EU28,2005,R5292P,KTOE,,,,,,"88,321",
4224,EU28,2005,R5292S,KTOE,,,,,,,
4225,EU28,2005,R5292SB,KTOE,,,,,,,
4226,EU28,2005,R5292SP,KTOE,,,,,,,
4227,EU28,2005,R5293S,KTOE,,,,,,,
4228,EU28,2005,R5293SB,KTOE,,,,,,,
4229,EU28,2005,R5293SP,KTOE,,,,,,,
4230,EU28,2005,R5300,KTOE,,,,"599,899",,"134,77100000000002",
4231,EU28,2005,R5300B,KTOE,,,,"5,986000000000001",,"0,7879999999999999",
4232,EU28,2005,R5300B,PC,"0,03","0,002",,,,,
4233,EU28,2005,R5300B,TJ_GCV,,,"0,0",,,,
4234,EU28,2005,RA000,KTOE,,,,,"66444,349",,
4235,EU28,2005,RA200,KTOE,,,,"448,088",,"112,014",
4236,EU28,2005,RA410,KTOE,,,,"759,8789999999999",,"1,314",
4237,EU28,2005,RA600,KTOE,,,,,,,"2288,631"
4238,EU28,2005,TOTAL,KTOE,,,,,"597135,581",,
4239,EU28,2005,W6210,KTOE,,,,"470,598",,"1464,7820000000002",
4240,EU28,2006,R5110-5150_W6000RI,KTOE,,,,"56861,148",,"5154,389",
4241,EU28,2006,R5160,KTOE,,,,"224,912",,,
4242,EU28,2006,R5292,KTOE,,,,"270,819",,,
4243,EU28,2006,R5292P,KTOE,,,,,,"124,41799999999999",
4244,EU28,2006,R5292S,KTOE,,,,,,,
4245,EU28,2006,R5292SB,KTOE,,,,,,,
4246,EU28,2006,R5292SP,KTOE,,,,,,,
